Year,State,Effective.Minimum.Wage.2020.Dollars
1992,Alaska,8.76
1992,Arizona,7.84
1992,Arkansas,7.84
1992,California,7.84
1992,Colorado,7.84
1992,Connecticut,7.87
1992,Delaware,7.84
1992,District of Columbia,7.84
1992,Florida,7.84
1992,Georgia,7.84
1992,Guam,7.84
1992,Hawaii,7.84
1992,Idaho,7.84
1992,Illinois,7.84
1992,Indiana,7.84
1992,Iowa,8.57
1992,Kansas,7.84
1992,Kentucky,7.84
1992,Louisiana,7.84
1992,Maine,7.84
1992,Maryland,7.84
1992,Massachusetts,7.84
1992,Michigan,7.84
1992,Minnesota,7.84
1992,Mississippi,7.84
1992,Missouri,7.84
1992,Montana,7.84
1992,Nebraska,7.84
1992,Nevada,7.84
1992,New Hampshire,7.84
1992,New Jersey,7.84
1992,New Mexico,7.84
1992,New York,7.84
1992,North Carolina,7.84
1992,North Dakota,7.84
1992,Ohio,7.84
1992,Oklahoma,7.84
1992,Oregon,8.76
1992,Pennsylvania,7.84
1992,Puerto Rico,7.84
1992,Rhode Island,8.2
1992,South Carolina,7.84
1992,South Dakota,7.84
1992,Tennessee,7.84
1992,Texas,7.84
1992,U.S. Virgin Islands,8.57
1992,Utah,7.84
1992,Vermont,7.84
1992,Virginia,7.84
1992,Washington,7.84
1992,West Virginia,7.84
1992,Wisconsin,7.84
1992,Wyoming,7.84
1993,Alabama,7.61
1993,Alaska,8.5
1993,Arizona,7.61
1993,Arkansas,7.61
1993,California,7.61
1993,Colorado,7.61
1993,Connecticut,7.64
1993,Delaware,7.61
1993,District of Columbia,7.61
1993,Florida,7.61
1993,Georgia,7.61
1993,Guam,7.61
1993,Hawaii,7.61
1993,Idaho,7.61
1993,Illinois,7.61
1993,Indiana,7.61
1993,Iowa,8.32
1993,Kansas,7.61
1993,Kentucky,7.61
1993,Louisiana,7.61
1993,Maine,7.61
1993,Maryland,7.61
1993,Massachusetts,7.61
1993,Michigan,7.61
1993,Minnesota,7.61
1993,Mississippi,7.61
1993,Missouri,7.61
1993,Montana,7.61
1993,Nebraska,7.61
1993,Nevada,7.61
1993,New Hampshire,7.61
1993,New Jersey,7.61
1993,New Mexico,7.61
1993,New York,7.61
1993,North Carolina,7.61
1993,North Dakota,7.61
1993,Ohio,7.61
1993,Oklahoma,7.61
1993,Oregon,8.5
1993,Pennsylvania,7.61
1993,Puerto Rico,7.61
1993,Rhode Island,7.97
1993,South Carolina,7.61
1993,South Dakota,7.61
1993,Tennessee,7.61
1993,Texas,7.61
1993,U.S. Virgin Islands,8.32
1993,Utah,7.61
1993,Vermont,7.61
1993,Virginia,7.61
1993,Washington,7.61
1993,West Virginia,7.61
1993,Wisconsin,7.61
1993,Wyoming,7.61
1994,Alabama,7.42
1994,Alaska,8.29
1994,Arizona,7.42
1994,Arkansas,7.42
1994,California,7.42
1994,Colorado,7.42
1994,Connecticut,7.45
1994,Delaware,7.42
1994,District of Columbia,7.42
1994,Florida,7.42
1994,Georgia,7.42
1994,Guam,7.42
1994,Hawaii,9.16
1994,Idaho,7.42
1994,Illinois,7.42
1994,Indiana,7.42
1994,Iowa,8.12
1994,Kansas,7.42
1994,Kentucky,7.42
1994,Louisiana,7.42
1994,Maine,7.42
1994,Maryland,7.42
1994,Massachusetts,7.42
1994,Michigan,7.42
1994,Minnesota,7.42
1994,Mississippi,7.42
1994,Missouri,7.42
1994,Montana,7.42
1994,Nebraska,7.42
1994,Nevada,7.42
1994,New Hampshire,7.42
1994,New Jersey,8.81
1994,New Mexico,7.42
1994,New York,7.42
1994,North Carolina,7.42
1994,North Dakota,7.42
1994,Ohio,7.42
1994,Oklahoma,7.42
1994,Oregon,8.29
1994,Pennsylvania,7.42
1994,Puerto Rico,7.42
1994,Rhode Island,7.77
1994,South Carolina,7.42
1994,South Dakota,7.42
1994,Tennessee,7.42
1994,Texas,7.42
1994,U.S. Virgin Islands,8.12
1994,Utah,7.42
1994,Vermont,7.42
1994,Virginia,7.42
1994,Washington,7.42
1994,West Virginia,7.42
1994,Wisconsin,7.42
1994,Wyoming,7.42
1995,Alabama,7.21
1995,Alaska,8.06
1995,Arizona,7.21
1995,Arkansas,7.21
1995,California,7.21
1995,Colorado,7.21
1995,Connecticut,7.25
1995,Delaware,7.21
1995,District of Columbia,7.21
1995,Florida,7.21
1995,Georgia,7.21
1995,Guam,7.21
1995,Hawaii,8.91
1995,Idaho,7.21
1995,Illinois,7.21
1995,Indiana,7.21
1995,Iowa,7.89
1995,Kansas,7.21
1995,Kentucky,7.21
1995,Louisiana,7.21
1995,Maine,7.21
1995,Maryland,7.21
1995,Massachusetts,7.21
1995,Michigan,7.21
1995,Minnesota,7.21
1995,Mississippi,7.21
1995,Missouri,7.21
1995,Montana,7.21
1995,Nebraska,7.21
1995,Nevada,7.21
1995,New Hampshire,7.21
1995,New Jersey,8.57
1995,New Mexico,7.21
1995,New York,7.21
1995,North Carolina,7.21
1995,North Dakota,7.21
1995,Ohio,7.21
1995,Oklahoma,7.21
1995,Oregon,8.06
1995,Pennsylvania,7.21
1995,Puerto Rico,7.21
1995,Rhode Island,7.55
1995,South Carolina,7.21
1995,South Dakota,7.21
1995,Tennessee,7.21
1995,Texas,7.21
1995,U.S. Virgin Islands,7.89
1995,Utah,7.21
1995,Vermont,7.21
1995,Virginia,7.21
1995,Washington,7.21
1995,West Virginia,7.21
1995,Wisconsin,7.21
1995,Wyoming,7.21
1996,Alabama,7.01
1996,Alaska,7.83
1996,Arizona,7.01
1996,Arkansas,7.01
1996,California,7.01
1996,Colorado,7.01
1996,Connecticut,7.04
1996,Delaware,7.67
1996,District of Columbia,8.65
1996,Florida,7.01
1996,Georgia,7.01
1996,Guam,7.01
1996,Hawaii,8.65
1996,Idaho,7.01
1996,Illinois,7.01
1996,Indiana,7.01
1996,Iowa,7.67
1996,Kansas,7.01
1996,Kentucky,7.01
1996,Louisiana,7.01
1996,Maine,7.01
1996,Maryland,7.01
1996,Massachusetts,7.83
1996,Michigan,7.01
1996,Minnesota,7.01
1996,Mississippi,7.01
1996,Missouri,7.01
1996,Montana,7.01
1996,Nebraska,7.01
1996,Nevada,7.01
1996,New Hampshire,7.01
1996,New Jersey,8.33
1996,New Mexico,7.01
1996,New York,7.01
1996,North Carolina,7.01
1996,North Dakota,7.01
1996,Ohio,7.01
1996,Oklahoma,7.01
1996,Oregon,7.83
1996,Pennsylvania,7.01
1996,Puerto Rico,7.01
1996,Rhode Island,7.34
1996,South Carolina,7.01
1996,South Dakota,7.01
1996,Tennessee,7.01
1996,Texas,7.01
1996,U.S. Virgin Islands,7.67
1996,Utah,7.01
1996,Vermont,7.83
1996,Virginia,7.01
1996,Washington,8.08
1996,West Virginia,7.01
1996,Wisconsin,7.01
1996,Wyoming,7.01
1997,Alabama,7.66
1997,Alaska,8.46
1997,Arizona,7.66
1997,Arkansas,7.66
1997,California,7.66
1997,Colorado,7.66
1997,Connecticut,7.69
1997,Delaware,8.06
1997,District of Columbia,9.27
1997,Florida,7.66
1997,Georgia,7.66
1997,Guam,7.66
1997,Hawaii,8.46
1997,Idaho,7.66
1997,Illinois,7.66
1997,Indiana,7.66
1997,Iowa,7.66
1997,Kansas,7.66
1997,Kentucky,7.66
1997,Louisiana,7.66
1997,Maine,7.66
1997,Maryland,7.66
1997,Massachusetts,8.46
1997,Michigan,7.66
1997,Minnesota,7.66
1997,Mississippi,7.66
1997,Missouri,7.66
1997,Montana,7.66
1997,Nebraska,7.66
1997,Nevada,7.66
1997,New Hampshire,7.66
1997,New Jersey,8.14
1997,New Mexico,7.66
1997,New York,7.66
1997,North Carolina,7.66
1997,North Dakota,7.66
1997,Ohio,7.66
1997,Oklahoma,7.66
1997,Oregon,8.86
1997,Pennsylvania,7.66
1997,Puerto Rico,7.66
1997,Rhode Island,8.3
1997,South Carolina,7.66
1997,South Dakota,7.66
1997,Tennessee,7.66
1997,Texas,7.66
1997,U.S. Virgin Islands,7.66
1997,Utah,7.66
1997,Vermont,8.06
1997,Virginia,7.66
1997,Washington,7.9
1997,West Virginia,7.66
1997,Wisconsin,7.66
1997,Wyoming,7.66
1998,Alabama,8.17
1998,Alaska,8.97
1998,Arizona,8.17
1998,Arkansas,8.17
1998,California,8.17
1998,Colorado,8.17
1998,Connecticut,8.22
1998,Delaware,8.17
1998,District of Columbia,9.76
1998,Florida,8.17
1998,Georgia,8.17
1998,Guam,8.17
1998,Hawaii,8.33
1998,Idaho,8.17
1998,Illinois,8.17
1998,Indiana,8.17
1998,Iowa,8.17
1998,Kansas,8.17
1998,Kentucky,8.17
1998,Louisiana,8.17
1998,Maine,8.17
1998,Maryland,8.17
1998,Massachusetts,8.33
1998,Michigan,8.17
1998,Minnesota,8.17
1998,Mississippi,8.17
1998,Missouri,8.17
1998,Montana,8.17
1998,Nebraska,8.17
1998,Nevada,8.17
1998,New Hampshire,8.17
1998,New Jersey,8.17
1998,New Mexico,8.17
1998,New York,8.17
1998,North Carolina,8.17
1998,North Dakota,8.17
1998,Ohio,8.17
1998,Oklahoma,8.17
1998,Oregon,9.52
1998,Pennsylvania,8.17
1998,Puerto Rico,8.17
1998,Rhode Island,8.17
1998,South Carolina,8.17
1998,South Dakota,8.17
1998,Tennessee,8.17
1998,Texas,8.17
1998,U.S. Virgin Islands,8.17
1998,Utah,8.17
1998,Vermont,8.33
1998,Virginia,8.17
1998,Washington,8.17
1998,West Virginia,8.17
1998,Wisconsin,8.17
1998,Wyoming,8.17
1999,Alabama,8
1999,Alaska,8.77
1999,Arizona,8
1999,Arkansas,8
1999,California,8
1999,Colorado,8
1999,Connecticut,8.04
1999,Delaware,8
1999,District of Columbia,9.55
1999,Florida,8
1999,Georgia,8
1999,Guam,8
1999,Hawaii,8.15
1999,Idaho,8
1999,Illinois,8
1999,Indiana,8
1999,Iowa,8
1999,Kansas,8
1999,Kentucky,8
1999,Louisiana,8
1999,Maine,8
1999,Maryland,8
1999,Massachusetts,8.15
1999,Michigan,8
1999,Minnesota,8
1999,Mississippi,8
1999,Missouri,8
1999,Montana,8
1999,Nebraska,8
1999,Nevada,8
1999,New Hampshire,8
1999,New Jersey,8
1999,New Mexico,8
1999,New York,8
1999,North Carolina,8
1999,North Dakota,8
1999,Ohio,8
1999,Oklahoma,8
1999,Oregon,9.32
1999,Pennsylvania,8
1999,Puerto Rico,8
1999,Rhode Island,8
1999,South Carolina,8
1999,South Dakota,8
1999,Tennessee,8
1999,Texas,8
1999,U.S. Virgin Islands,8
1999,Utah,8
1999,Vermont,8.15
1999,Virginia,8
1999,Washington,8
1999,West Virginia,8
1999,Wisconsin,8
1999,Wyoming,8
2000,Alabama,7.74
2000,Alaska,8.49
2000,Arizona,7.74
2000,Arkansas,7.74
2000,California,8.64
2000,Colorado,7.74
2000,Connecticut,9.24
2000,Delaware,8.49
2000,District of Columbia,9.24
2000,Florida,7.74
2000,Georgia,7.74
2000,Guam,7.74
2000,Hawaii,7.89
2000,Idaho,7.74
2000,Illinois,7.74
2000,Indiana,7.74
2000,Iowa,7.74
2000,Kansas,7.74
2000,Kentucky,7.74
2000,Louisiana,7.74
2000,Maine,7.74
2000,Maryland,7.74
2000,Massachusetts,9.01
2000,Michigan,7.74
2000,Minnesota,7.74
2000,Mississippi,7.74
2000,Missouri,7.74
2000,Montana,7.74
2000,Nebraska,7.74
2000,Nevada,7.74
2000,New Hampshire,7.74
2000,New Jersey,7.74
2000,New Mexico,7.74
2000,New York,7.74
2000,North Carolina,7.74
2000,North Dakota,7.74
2000,Ohio,7.74
2000,Oklahoma,7.74
2000,Oregon,9.76
2000,Pennsylvania,7.74
2000,Puerto Rico,7.74
2000,Rhode Island,8.49
2000,South Carolina,7.74
2000,South Dakota,7.74
2000,Tennessee,7.74
2000,Texas,7.74
2000,U.S. Virgin Islands,7.74
2000,Utah,7.74
2000,Vermont,8.64
2000,Virginia,7.74
2000,Washington,9.76
2000,West Virginia,7.74
2000,Wisconsin,7.74
2000,Wyoming,7.74
2001,Alabama,7.52
2001,Alaska,8.25
2001,Arizona,7.52
2001,Arkansas,7.52
2001,California,9.13
2001,Colorado,7.52
2001,Connecticut,9.35
2001,Delaware,8.98
2001,District of Columbia,8.98
2001,Florida,7.52
2001,Georgia,7.52
2001,Guam,7.52
2001,Hawaii,7.67
2001,Idaho,7.52
2001,Illinois,7.52
2001,Indiana,7.52
2001,Iowa,7.52
2001,Kansas,7.52
2001,Kentucky,7.52
2001,Louisiana,7.52
2001,Maine,7.52
2001,Maryland,7.52
2001,Massachusetts,9.86
2001,Michigan,7.52
2001,Minnesota,7.52
2001,Mississippi,7.52
2001,Missouri,7.52
2001,Montana,7.52
2001,Nebraska,7.52
2001,Nevada,7.52
2001,New Hampshire,7.52
2001,New Jersey,7.52
2001,New Mexico,7.52
2001,New York,7.52
2001,North Carolina,7.52
2001,North Dakota,7.52
2001,Ohio,7.52
2001,Oklahoma,7.52
2001,Oregon,9.49
2001,Pennsylvania,7.52
2001,Puerto Rico,7.52
2001,Rhode Island,8.98
2001,South Carolina,7.52
2001,South Dakota,7.52
2001,Tennessee,7.52
2001,Texas,7.52
2001,U.S. Virgin Islands,7.52
2001,Utah,7.52
2001,Vermont,9.13
2001,Virginia,7.52
2001,Washington,9.81
2001,West Virginia,7.52
2001,Wisconsin,7.52
2001,Wyoming,7.52
2002,Alabama,7.4
2002,Alaska,8.12
2002,Arizona,7.4
2002,Arkansas,7.4
2002,California,9.71
2002,Colorado,7.4
2002,Connecticut,9.63
2002,Delaware,8.84
2002,District of Columbia,8.84
2002,Florida,7.4
2002,Georgia,7.4
2002,Guam,7.4
2002,Hawaii,8.27
2002,Idaho,7.4
2002,Illinois,7.4
2002,Indiana,7.4
2002,Iowa,7.4
2002,Kansas,7.4
2002,Kentucky,7.4
2002,Louisiana,7.4
2002,Maine,8.27
2002,Maryland,7.4
2002,Massachusetts,9.71
2002,Michigan,7.4
2002,Minnesota,7.4
2002,Mississippi,7.4
2002,Missouri,7.4
2002,Montana,7.4
2002,Nebraska,7.4
2002,Nevada,7.4
2002,New Hampshire,7.4
2002,New Jersey,7.4
2002,New Mexico,7.4
2002,New York,7.4
2002,North Carolina,7.4
2002,North Dakota,7.4
2002,Ohio,7.4
2002,Oklahoma,7.4
2002,Oregon,9.35
2002,Pennsylvania,7.4
2002,Puerto Rico,7.4
2002,Rhode Island,8.84
2002,South Carolina,7.4
2002,South Dakota,7.4
2002,Tennessee,7.4
2002,Texas,7.4
2002,U.S. Virgin Islands,7.4
2002,Utah,7.4
2002,Vermont,8.99
2002,Virginia,7.4
2002,Washington,9.92
2002,West Virginia,7.4
2002,Wisconsin,7.4
2002,Wyoming,7.4
2003,Alabama,7.24
2003,Alaska,10.05
2003,Arizona,7.24
2003,Arkansas,7.24
2003,California,9.49
2003,Colorado,7.24
2003,Connecticut,9.7
2003,Delaware,8.65
2003,District of Columbia,8.65
2003,Florida,7.24
2003,Georgia,7.24
2003,Guam,7.24
2003,Hawaii,8.79
2003,Idaho,7.24
2003,Illinois,7.24
2003,Indiana,7.24
2003,Iowa,7.24
2003,Kansas,7.24
2003,Kentucky,7.24
2003,Louisiana,7.24
2003,Maine,8.79
2003,Maryland,7.24
2003,Massachusetts,9.49
2003,Michigan,7.24
2003,Minnesota,7.24
2003,Mississippi,7.24
2003,Missouri,7.24
2003,Montana,7.24
2003,Nebraska,7.24
2003,Nevada,7.24
2003,New Hampshire,7.24
2003,New Jersey,7.24
2003,New Mexico,7.24
2003,New York,7.24
2003,North Carolina,7.24
2003,North Dakota,7.24
2003,Ohio,7.24
2003,Oklahoma,7.24
2003,Oregon,9.7
2003,Pennsylvania,7.24
2003,Puerto Rico,7.24
2003,Rhode Island,8.65
2003,South Carolina,7.24
2003,South Dakota,7.24
2003,Tennessee,7.24
2003,Texas,7.24
2003,U.S. Virgin Islands,7.24
2003,Utah,7.24
2003,Vermont,8.79
2003,Virginia,7.24
2003,Washington,9.85
2003,West Virginia,7.24
2003,Wisconsin,7.24
2003,Wyoming,7.24
2004,Alabama,7.05
2004,Alaska,9.79
2004,Arizona,7.05
2004,Arkansas,7.05
2004,California,9.24
2004,Colorado,7.05
2004,Connecticut,9.72
2004,Delaware,8.42
2004,District of Columbia,8.42
2004,Florida,7.05
2004,Georgia,7.05
2004,Guam,7.05
2004,Hawaii,8.56
2004,Idaho,7.05
2004,Illinois,7.53
2004,Indiana,7.05
2004,Iowa,7.05
2004,Kansas,7.05
2004,Kentucky,7.05
2004,Louisiana,7.05
2004,Maine,8.56
2004,Maryland,7.05
2004,Massachusetts,9.24
2004,Michigan,7.05
2004,Minnesota,7.05
2004,Mississippi,7.05
2004,Missouri,7.05
2004,Montana,7.05
2004,Nebraska,7.05
2004,Nevada,7.05
2004,New Hampshire,7.05
2004,New Jersey,7.05
2004,New Mexico,7.05
2004,New York,7.05
2004,North Carolina,7.05
2004,North Dakota,7.05
2004,Ohio,7.05
2004,Oklahoma,7.05
2004,Oregon,9.65
2004,Pennsylvania,7.05
2004,Puerto Rico,7.05
2004,Rhode Island,9.24
2004,South Carolina,7.05
2004,South Dakota,7.05
2004,Tennessee,7.05
2004,Texas,7.05
2004,U.S. Virgin Islands,7.05
2004,Utah,7.05
2004,Vermont,9.24
2004,Virginia,7.05
2004,Washington,9.8
2004,West Virginia,7.05
2004,Wisconsin,7.05
2004,Wyoming,7.05
2005,Alabama,6.82
2005,Alaska,9.47
2005,Arizona,6.82
2005,Arkansas,6.82
2005,California,8.94
2005,Colorado,6.82
2005,Connecticut,9.4
2005,Delaware,8.15
2005,District of Columbia,8.74
2005,Florida,6.82
2005,Georgia,6.82
2005,Guam,6.82
2005,Hawaii,8.28
2005,Idaho,6.82
2005,Illinois,8.61
2005,Indiana,6.82
2005,Iowa,6.82
2005,Kansas,6.82
2005,Kentucky,6.82
2005,Louisiana,6.82
2005,Maine,8.41
2005,Maryland,6.82
2005,Massachusetts,8.94
2005,Michigan,6.82
2005,Minnesota,6.82
2005,Mississippi,6.82
2005,Missouri,6.82
2005,Montana,6.82
2005,Nebraska,6.82
2005,Nevada,6.82
2005,New Hampshire,6.82
2005,New Jersey,6.82
2005,New Mexico,6.82
2005,New York,7.95
2005,North Carolina,6.82
2005,North Dakota,6.82
2005,Ohio,6.82
2005,Oklahoma,6.82
2005,Oregon,9.6
2005,Pennsylvania,6.82
2005,Puerto Rico,6.82
2005,Rhode Island,8.94
2005,South Carolina,6.82
2005,South Dakota,6.82
2005,Tennessee,6.82
2005,Texas,6.82
2005,U.S. Virgin Islands,6.82
2005,Utah,6.82
2005,Vermont,9.27
2005,Virginia,6.82
2005,Washington,9.73
2005,West Virginia,6.82
2005,Wisconsin,6.82
2005,Wyoming,6.82
2006,Alabama,6.61
2006,Alaska,9.17
2006,Arizona,6.61
2006,Arkansas,6.61
2006,California,8.66
2006,Colorado,6.61
2006,Connecticut,9.49
2006,Delaware,7.89
2006,District of Columbia,8.98
2006,Florida,8.21
2006,Georgia,6.61
2006,Guam,6.61
2006,Hawaii,8.66
2006,Idaho,6.61
2006,Illinois,8.34
2006,Indiana,6.61
2006,Iowa,6.61
2006,Kansas,6.61
2006,Kentucky,6.61
2006,Louisiana,6.61
2006,Maine,8.34
2006,Maryland,6.61
2006,Massachusetts,8.66
2006,Michigan,6.61
2006,Minnesota,6.74
2006,Mississippi,6.61
2006,Missouri,6.61
2006,Montana,6.61
2006,Nebraska,6.61
2006,Nevada,6.61
2006,New Hampshire,6.61
2006,New Jersey,7.89
2006,New Mexico,6.61
2006,New York,8.66
2006,North Carolina,6.61
2006,North Dakota,6.61
2006,Ohio,6.61
2006,Oklahoma,6.61
2006,Oregon,9.62
2006,Pennsylvania,6.61
2006,Puerto Rico,6.61
2006,Rhode Island,8.66
2006,South Carolina,6.61
2006,South Dakota,6.61
2006,Tennessee,6.61
2006,Texas,6.61
2006,U.S. Virgin Islands,6.61
2006,Utah,6.61
2006,Vermont,9.3
2006,Virginia,6.61
2006,Washington,9.79
2006,West Virginia,6.61
2006,Wisconsin,7.31
2006,Wyoming,6.61
2007,Alabama,6.42
2007,Alaska,8.92
2007,Arizona,8.42
2007,Arkansas,7.8
2007,California,9.36
2007,Colorado,8.55
2007,Connecticut,9.54
2007,Delaware,8.3
2007,District of Columbia,8.73
2007,Florida,8.32
2007,Georgia,6.42
2007,Guam,6.42
2007,Hawaii,9.04
2007,Idaho,6.42
2007,Illinois,9.36
2007,Indiana,6.42
2007,Iowa,6.42
2007,Kansas,6.42
2007,Kentucky,6.42
2007,Louisiana,6.42
2007,Maine,8.42
2007,Maryland,7.67
2007,Massachusetts,9.36
2007,Michigan,8.67
2007,Minnesota,6.55
2007,Mississippi,6.42
2007,Missouri,8.11
2007,Montana,6.42
2007,Nebraska,6.42
2007,Nevada,7.67
2007,New Hampshire,6.42
2007,New Jersey,8.92
2007,New Mexico,6.42
2007,New York,8.92
2007,North Carolina,7.67
2007,North Dakota,6.42
2007,Ohio,8.55
2007,Oklahoma,6.42
2007,Oregon,9.73
2007,Pennsylvania,7.8
2007,Puerto Rico,6.42
2007,Rhode Island,9.23
2007,South Carolina,6.42
2007,South Dakota,6.42
2007,Tennessee,6.42
2007,Texas,6.42
2007,U.S. Virgin Islands,6.42
2007,Utah,6.42
2007,Vermont,9.39
2007,Virginia,6.42
2007,Washington,9.89
2007,West Virginia,7.3
2007,Wisconsin,8.11
2007,Wyoming,6.42
2008,Alabama,7.03
2008,Alaska,8.59
2008,Arizona,8.29
2008,Arkansas,7.51
2008,California,9.61
2008,Colorado,8.43
2008,Connecticut,9.19
2008,Delaware,8.59
2008,District of Columbia,8.41
2008,Florida,8.16
2008,Georgia,7.03
2008,Guam,7.03
2008,Hawaii,8.71
2008,Idaho,7.03
2008,Illinois,9.31
2008,Indiana,7.03
2008,Iowa,8.71
2008,Kansas,7.03
2008,Kentucky,7.03
2008,Louisiana,7.03
2008,Maine,8.41
2008,Maryland,7.39
2008,Massachusetts,9.61
2008,Michigan,8.59
2008,Minnesota,7.03
2008,Mississippi,7.03
2008,Missouri,7.99
2008,Montana,7.03
2008,Nebraska,7.03
2008,Nevada,7.6
2008,New Hampshire,7.81
2008,New Jersey,8.59
2008,New Mexico,7.81
2008,New York,8.59
2008,North Carolina,7.39
2008,North Dakota,7.03
2008,Ohio,8.41
2008,Oklahoma,7.03
2008,Oregon,9.55
2008,Pennsylvania,8.59
2008,Puerto Rico,7.03
2008,Rhode Island,8.89
2008,South Carolina,7.03
2008,South Dakota,7.03
2008,Tennessee,7.03
2008,Texas,7.03
2008,U.S. Virgin Islands,7.03
2008,Utah,7.03
2008,Vermont,9.23
2008,Virginia,7.03
2008,Washington,9.7
2008,West Virginia,7.87
2008,Wisconsin,7.81
2008,Wyoming,7.03
2009,Alabama,7.9
2009,Alaska,8.62
2009,Arizona,8.74
2009,Arkansas,7.9
2009,California,9.65
2009,Colorado,8.78
2009,Connecticut,9.65
2009,Delaware,8.62
2009,District of Columbia,9.1
2009,Florida,8.69
2009,Georgia,7.9
2009,Guam,7.9
2009,Hawaii,8.74
2009,Idaho,7.9
2009,Illinois,9.65
2009,Indiana,7.9
2009,Iowa,8.74
2009,Kansas,7.9
2009,Kentucky,7.9
2009,Louisiana,7.9
2009,Maine,8.74
2009,Maryland,7.9
2009,Massachusetts,9.65
2009,Michigan,8.92
2009,Minnesota,7.9
2009,Mississippi,7.9
2009,Missouri,8.5
2009,Montana,7.9
2009,Nebraska,7.9
2009,Nevada,7.9
2009,New Hampshire,8.74
2009,New Jersey,8.62
2009,New Mexico,9.04
2009,New York,8.62
2009,North Carolina,7.9
2009,North Dakota,7.9
2009,Ohio,8.8
2009,Oklahoma,7.9
2009,Oregon,10.13
2009,Pennsylvania,8.62
2009,Puerto Rico,7.9
2009,Rhode Island,8.92
2009,South Carolina,7.9
2009,South Dakota,7.9
2009,Tennessee,7.9
2009,Texas,7.9
2009,U.S. Virgin Islands,7.9
2009,Utah,7.9
2009,Vermont,9.72
2009,Virginia,7.9
2009,Washington,10.31
2009,West Virginia,8.74
2009,Wisconsin,7.9
2009,Wyoming,7.9
2010,Alabama,8.6
2010,Alaska,9.19
2010,Arizona,8.6
2010,Arkansas,8.6
2010,California,9.49
2010,Colorado,8.6
2010,Connecticut,9.79
2010,Delaware,8.6
2010,District of Columbia,9.79
2010,Florida,8.6
2010,Georgia,8.6
2010,Guam,8.6
2010,Hawaii,8.6
2010,Idaho,8.6
2010,Illinois,9.79
2010,Indiana,8.6
2010,Iowa,8.6
2010,Kansas,8.6
2010,Kentucky,8.6
2010,Louisiana,8.6
2010,Maine,8.9
2010,Maryland,8.6
2010,Massachusetts,9.49
2010,Michigan,8.78
2010,Minnesota,8.6
2010,Mississippi,8.6
2010,Missouri,8.6
2010,Montana,8.6
2010,Nebraska,8.6
2010,Nevada,8.6
2010,New Hampshire,8.6
2010,New Jersey,8.6
2010,New Mexico,8.9
2010,New York,8.6
2010,North Carolina,8.6
2010,North Dakota,8.6
2010,Ohio,8.66
2010,Oklahoma,8.6
2010,Oregon,9.96
2010,Pennsylvania,8.6
2010,Puerto Rico,8.6
2010,Rhode Island,8.78
2010,South Carolina,8.6
2010,South Dakota,8.6
2010,Tennessee,8.6
2010,Texas,8.6
2010,U.S. Virgin Islands,8.6
2010,Utah,8.6
2010,Vermont,9.56
2010,Virginia,8.6
2010,Washington,10.14
2010,West Virginia,8.6
2010,Wisconsin,8.6
2010,Wyoming,8.6
2011,Alabama,8.34
2011,Alaska,8.91
2011,Arizona,8.45
2011,Arkansas,8.34
2011,California,9.2
2011,Colorado,8.46
2011,Connecticut,9.49
2011,Delaware,8.34
2011,District of Columbia,9.49
2011,Florida,8.34
2011,Georgia,8.34
2011,Guam,8.34
2011,Hawaii,8.34
2011,Idaho,8.34
2011,Illinois,9.49
2011,Indiana,8.34
2011,Iowa,8.34
2011,Kansas,8.34
2011,Kentucky,8.34
2011,Louisiana,8.34
2011,Maine,8.62
2011,Maryland,8.34
2011,Massachusetts,9.2
2011,Michigan,8.51
2011,Minnesota,8.34
2011,Mississippi,8.34
2011,Missouri,8.34
2011,Montana,8.34
2011,Nebraska,8.34
2011,Nevada,8.34
2011,New Hampshire,8.34
2011,New Jersey,8.34
2011,New Mexico,8.62
2011,New York,8.34
2011,North Carolina,8.34
2011,North Dakota,8.34
2011,Ohio,8.51
2011,Oklahoma,8.34
2011,Oregon,9.77
2011,Pennsylvania,8.34
2011,Puerto Rico,8.34
2011,Rhode Island,8.51
2011,South Carolina,8.34
2011,South Dakota,8.34
2011,Tennessee,8.34
2011,Texas,8.34
2011,U.S. Virgin Islands,8.34
2011,Utah,8.34
2011,Vermont,9.37
2011,Virginia,8.34
2011,Washington,9.97
2011,West Virginia,8.34
2011,Wisconsin,8.34
2011,Wyoming,8.34
2012,Alabama,8.17
2012,Alaska,8.73
2012,Arizona,8.62
2012,Arkansas,8.17
2012,California,9.01
2012,Colorado,8.61
2012,Connecticut,9.29
2012,Delaware,8.17
2012,District of Columbia,9.29
2012,Florida,8.64
2012,Georgia,8.17
2012,Guam,8.17
2012,Hawaii,8.17
2012,Idaho,8.17
2012,Illinois,9.29
2012,Indiana,8.17
2012,Iowa,8.17
2012,Kansas,8.17
2012,Kentucky,8.17
2012,Louisiana,8.17
2012,Maine,8.45
2012,Maryland,8.17
2012,Massachusetts,9.01
2012,Michigan,8.34
2012,Minnesota,8.17
2012,Mississippi,8.17
2012,Missouri,8.17
2012,Montana,8.17
2012,Nebraska,8.17
2012,Nevada,8.17
2012,New Hampshire,8.17
2012,New Jersey,8.17
2012,New Mexico,8.45
2012,New York,8.17
2012,North Carolina,8.17
2012,North Dakota,8.17
2012,Ohio,8.67
2012,Oklahoma,8.17
2012,Oregon,9.91
2012,Pennsylvania,8.17
2012,Puerto Rico,8.17
