Year,State,Effective.Minimum.Wage.2020.Dollars
2012,Rhode Island,8.34
2012,South Carolina,8.17
2012,South Dakota,8.17
2012,Tennessee,8.17
2012,Texas,8.17
2012,U.S. Virgin Islands,8.17
2012,Utah,8.17
2012,Vermont,9.53
2012,Virginia,8.17
2012,Washington,10.18
2012,West Virginia,8.17
2012,Wisconsin,8.17
2012,Wyoming,8.17
2013,Alabama,8.05
2013,Alaska,8.61
2013,Arizona,8.66
2013,Arkansas,8.05
2013,California,8.88
2013,Colorado,8.64
2013,Connecticut,9.16
2013,Delaware,8.05
2013,District of Columbia,9.16
2013,Florida,8.65
2013,Georgia,8.05
2013,Guam,8.05
2013,Hawaii,8.05
2013,Idaho,8.05
2013,Illinois,9.16
2013,Indiana,8.05
2013,Iowa,8.05
2013,Kansas,8.05
2013,Kentucky,8.05
2013,Louisiana,8.05
2013,Maine,8.33
2013,Maryland,8.05
2013,Massachusetts,8.88
2013,Michigan,8.22
2013,Minnesota,8.05
2013,Mississippi,8.05
2013,Missouri,8.16
2013,Montana,8.05
2013,Nebraska,8.05
2013,Nevada,8.05
2013,New Hampshire,8.05
2013,New Jersey,8.05
2013,New Mexico,8.33
2013,New York,8.05
2013,North Carolina,8.05
2013,North Dakota,8.05
2013,Ohio,8.72
2013,Oklahoma,8.05
2013,Oregon,9.94
2013,Pennsylvania,8.05
2013,Puerto Rico,8.05
2013,Rhode Island,8.61
2013,South Carolina,8.05
2013,South Dakota,8.05
2013,Tennessee,8.05
2013,Texas,8.05
2013,U.S. Virgin Islands,8.05
2013,Utah,8.05
2013,Vermont,9.55
2013,Virginia,8.05
2013,Washington,10.2
2013,West Virginia,8.05
2013,Wisconsin,8.05
2013,Wyoming,8.05
2014,Alabama,7.92
2014,Alaska,8.47
2014,Arizona,8.63
2014,Arkansas,7.92
2014,California,9.83
2014,Colorado,8.74
2014,Connecticut,9.51
2014,Delaware,8.47
2014,District of Columbia,10.38
2014,Florida,8.66
2014,Georgia,7.92
2014,Guam,7.92
2014,Hawaii,7.92
2014,Idaho,7.92
2014,Illinois,9.01
2014,Indiana,7.92
2014,Iowa,7.92
2014,Kansas,7.92
2014,Kentucky,7.92
2014,Louisiana,7.92
2014,Maine,8.19
2014,Maryland,7.92
2014,Massachusetts,8.74
2014,Michigan,8.9
2014,Minnesota,7.92
2014,Mississippi,7.92
2014,Missouri,8.19
2014,Montana,8.63
2014,Nebraska,7.92
2014,Nevada,7.92
2014,New Hampshire,7.92
2014,New Jersey,9.01
2014,New Mexico,8.19
2014,New York,8.74
2014,North Carolina,7.92
2014,North Dakota,7.92
2014,Ohio,7.92
2014,Oklahoma,7.92
2014,Oregon,9.94
2014,Pennsylvania,7.92
2014,Puerto Rico,7.92
2014,Rhode Island,8.74
2014,South Carolina,7.92
2014,South Dakota,7.92
2014,Tennessee,7.92
2014,Texas,7.92
2014,U.S. Virgin Islands,7.92
2014,Utah,7.92
2014,Vermont,9.54
2014,Virginia,7.92
2014,Washington,10.18
2014,West Virginia,7.92
2014,Wisconsin,7.92
2014,Wyoming,7.92
2015,Alabama,7.91
2015,Alaska,9.55
2015,Arizona,8.79
2015,Arkansas,8.18
2015,California,9.82
2015,Colorado,8.98
2015,Connecticut,9.99
2015,Delaware,9
2015,District of Columbia,11.46
2015,Florida,8.79
2015,Georgia,7.91
2015,Guam,9
2015,Hawaii,8.46
2015,Idaho,7.91
2015,Illinois,9
2015,Indiana,7.91
2015,Iowa,7.91
2015,Kansas,7.91
2015,Kentucky,7.91
2015,Louisiana,7.91
2015,Maine,8.18
2015,Maryland,9
2015,Massachusetts,9.82
2015,Michigan,8.89
2015,Minnesota,7.91
2015,Mississippi,7.91
2015,Missouri,8.35
2015,Montana,8.79
2015,Nebraska,8.73
2015,Nevada,7.91
2015,New Hampshire,7.91
2015,New Jersey,9.15
2015,New Mexico,8.18
2015,New York,9.55
2015,North Carolina,7.91
2015,North Dakota,7.91
2015,Ohio,7.91
2015,Oklahoma,7.91
2015,Oregon,10.09
2015,Pennsylvania,7.91
2015,Puerto Rico,7.91
2015,Rhode Island,9.82
2015,South Carolina,7.91
2015,South Dakota,9.28
2015,Tennessee,7.91
2015,Texas,7.91
2015,U.S. Virgin Islands,7.91
2015,Utah,7.91
2015,Vermont,9.99
2015,Virginia,7.91
2015,Washington,10.33
2015,West Virginia,8.73
2015,Wisconsin,7.91
2015,Wyoming,7.91
2016,Alabama,7.81
2016,Alaska,10.51
2016,Arizona,8.68
2016,Arkansas,8.62
2016,California,10.78
2016,Colorado,8.96
2016,Connecticut,10.35
2016,Delaware,8.89
2016,District of Columbia,12.39
2016,Florida,8.68
2016,Georgia,7.81
2016,Guam,8.89
2016,Hawaii,9.16
2016,Idaho,7.81
2016,Illinois,8.89
2016,Indiana,7.81
2016,Iowa,7.81
2016,Kansas,7.81
2016,Kentucky,7.81
2016,Louisiana,7.81
2016,Maine,8.08
2016,Maryland,9.43
2016,Massachusetts,10.78
2016,Michigan,9.16
2016,Minnesota,7.81
2016,Mississippi,7.81
2016,Missouri,8.24
2016,Montana,8.68
2016,Nebraska,9.7
2016,Nevada,7.81
2016,New Hampshire,7.81
2016,New Jersey,9.03
2016,New Mexico,8.08
2016,New York,9.7
2016,North Carolina,7.81
2016,North Dakota,7.81
2016,Ohio,7.81
2016,Oklahoma,7.81
2016,Oregon,10.51
2016,Pennsylvania,7.81
2016,Puerto Rico,7.81
2016,Rhode Island,10.35
2016,South Carolina,7.81
2016,South Dakota,9.21
2016,Tennessee,7.81
2016,Texas,7.81
2016,U.S. Virgin Islands,7.81
2016,Utah,7.81
2016,Vermont,10.35
2016,Virginia,7.81
2016,Washington,10.21
2016,West Virginia,9.43
2016,Wisconsin,7.81
2016,Wyoming,7.81
2017,Alabama,7.65
2017,Alaska,10.34
2017,Arizona,10.55
2017,Arkansas,8.97
2017,California,10.55
2017,Colorado,9.81
2017,Connecticut,10.66
2017,Delaware,8.71
2017,District of Columbia,12.14
2017,Florida,8.55
2017,Georgia,7.65
2017,Guam,8.71
2017,Hawaii,9.76
2017,Idaho,7.65
2017,Illinois,8.71
2017,Indiana,7.65
2017,Iowa,7.65
2017,Kansas,7.65
2017,Kentucky,7.65
2017,Louisiana,7.65
2017,Maine,9.5
2017,Maryland,9.23
2017,Massachusetts,11.61
2017,Michigan,9.39
2017,Minnesota,8.18
2017,Mississippi,7.65
2017,Missouri,8.13
2017,Montana,8.6
2017,Nebraska,9.5
2017,Nevada,7.65
2017,New Hampshire,7.65
2017,New Jersey,8.91
2017,New Mexico,7.91
2017,New York,10.24
2017,North Carolina,7.65
2017,North Dakota,7.65
2017,Ohio,8.6
2017,Oklahoma,7.65
2017,Oregon,10.29
2017,Pennsylvania,7.65
2017,Puerto Rico,7.65
2017,Rhode Island,10.13
2017,South Carolina,7.65
2017,South Dakota,9.13
2017,Tennessee,7.65
2017,Texas,7.65
2017,U.S. Virgin Islands,7.65
2017,Utah,7.65
2017,Vermont,10.55
2017,Virginia,7.65
2017,Washington,11.61
2017,West Virginia,9.23
2017,Wisconsin,7.65
2017,Wyoming,7.65
2018,Alabama,7.47
2018,Alaska,10.14
2018,Arizona,10.82
2018,Arkansas,8.76
2018,California,11.33
2018,Colorado,10.51
2018,Connecticut,10.4
2018,Delaware,8.5
2018,District of Columbia,13.65
2018,Florida,8.5
2018,Georgia,7.47
2018,Guam,8.5
2018,Hawaii,10.4
2018,Idaho,7.47
2018,Illinois,8.5
2018,Indiana,7.47
2018,Iowa,7.47
2018,Kansas,7.47
2018,Kentucky,7.47
2018,Louisiana,7.47
2018,Maine,10.3
2018,Maryland,10.4
2018,Massachusetts,11.33
2018,Michigan,9.53
2018,Minnesota,8.28
2018,Mississippi,7.47
2018,Missouri,8.09
2018,Montana,8.55
2018,Nebraska,9.27
2018,Nevada,7.47
2018,New Hampshire,7.47
2018,New Jersey,8.86
2018,New Mexico,7.73
2018,New York,10.71
2018,North Carolina,7.47
2018,North Dakota,7.47
2018,Ohio,8.55
2018,Oklahoma,7.47
2018,Oregon,11.07
2018,Pennsylvania,7.47
2018,Puerto Rico,7.47
2018,Rhode Island,10.4
2018,South Carolina,7.47
2018,South Dakota,9.12
2018,Tennessee,7.47
2018,Texas,7.47
2018,U.S. Virgin Islands,7.47
2018,Utah,7.47
2018,Vermont,10.82
2018,Virginia,7.47
2018,Washington,11.85
2018,West Virginia,9.01
2018,Wisconsin,7.47
2018,Wyoming,7.47
2019,Alabama,7.34
2019,Alaska,10.31
2019,Arizona,12.14
2019,Arkansas,9.36
2019,California,12.14
2019,Colorado,12.14
2019,Connecticut,11.13
2019,Delaware,9.36
2019,District of Columbia,14.16
2019,Florida,8.66
2019,Georgia,7.34
2019,Guam,8.35
2019,Hawaii,10.22
2019,Idaho,7.34
2019,Illinois,9.36
2019,Indiana,7.34
2019,Iowa,7.34
2019,Kansas,7.34
2019,Kentucky,7.34
2019,Louisiana,7.34
2019,Maine,12.14
2019,Maryland,11.13
2019,Massachusetts,12.9
2019,Michigan,9.76
2019,Minnesota,8.25
2019,Mississippi,7.34
2019,Missouri,9.56
2019,Montana,8.75
2019,Nebraska,9.11
2019,Nevada,7.34
2019,New Hampshire,7.34
2019,New Jersey,11.13
2019,New Mexico,9.11
2019,New York,11.94
2019,North Carolina,7.34
2019,North Dakota,7.34
2019,Ohio,8.8
2019,Oklahoma,7.34
2019,Oregon,11.38
2019,Pennsylvania,7.34
2019,Puerto Rico,7.34
2019,Rhode Island,10.62
2019,South Carolina,7.34
2019,South Dakota,9.41
2019,Tennessee,7.34
2019,Texas,7.34
2019,U.S. Virgin Islands,10.62
2019,Utah,7.34
2019,Vermont,11.09
2019,Virginia,7.34
2019,Washington,13.66
2019,West Virginia,8.85
2019,Wisconsin,7.34
2019,Wyoming,7.34
2020,Alabama,7.25
2020,Alaska,10.19
2020,Arizona,12
2020,Arkansas,10
2020,California,13
2020,Colorado,12
2020,Connecticut,11
2020,Delaware,9.25
2020,District of Columbia,14
2020,Florida,8.56
2020,Georgia,7.25
2020,Guam,8.25
2020,Hawaii,10.1
2020,Idaho,7.25
2020,Illinois,9.25
2020,Indiana,7.25
2020,Iowa,7.25
2020,Kansas,7.25
2020,Kentucky,7.25
2020,Louisiana,7.25
2020,Maine,12
2020,Maryland,11
2020,Massachusetts,12.75
2020,Michigan,9.65
2020,Minnesota,8.15
2020,Mississippi,7.25
2020,Missouri,9.45
2020,Montana,8.65
2020,Nebraska,9
2020,Nevada,7.25
2020,New Hampshire,7.25
2020,New Jersey,11
2020,New Mexico,9
2020,New York,11.8
2020,North Carolina,7.25
2020,North Dakota,7.25
2020,Ohio,8.7
2020,Oklahoma,7.25
2020,Oregon,11.25
2020,Pennsylvania,7.25
2020,Puerto Rico,7.25
2020,Rhode Island,10.5
2020,South Carolina,7.25
2020,South Dakota,9.3
2020,Tennessee,7.25
2020,Texas,7.25
2020,U.S. Virgin Islands,10.5
2020,Utah,7.25
2020,Vermont,10.96
2020,Virginia,7.25
2020,Washington,13.5
2020,West Virginia,8.75
2020,Wisconsin,7.25
2020,Wyoming,7.25
