Date,Open,High,Low,Close,Adj Close,Volume
5/19/2016,34.594002,34.970001,34.478001,34.925999,34.925999,60512000
5/20/2016,35.052502,35.362,35,35.139999,35.139999,58324000
5/23/2016,35.212502,35.299999,34.820999,34.837502,34.837502,51902000
5/24/2016,34.900501,35.375,34.900002,35.209999,35.209999,60676000
5/25/2016,35.400002,35.542999,35.276001,35.4175,35.4175,65354000
5/26/2016,35.4165,35.75,35.364498,35.745499,35.745499,48934000
5/27/2016,35.75,35.830002,35.555,35.612,35.612,44984000
5/31/2016,35.616501,36.211498,35.566002,36.1395,36.1395,72366000
6/1/2016,36.044998,36.321499,35.910999,35.972,35.972,65262000
6/2/2016,36.0485,36.414001,35.775002,36.411999,36.411999,60532000
6/3/2016,36.337002,36.349998,35.921501,36.277,36.277,67346000
6/6/2016,36.325001,36.575001,36.221001,36.336498,36.336498,54096000
6/7/2016,36.494499,36.5,36.0275,36.187,36.187,54650000
6/8/2016,36.32,36.471001,36.080002,36.332001,36.332001,44468000
6/9/2016,36.154999,36.445499,36.115002,36.3825,36.3825,43406000
6/10/2016,36.1175,36.249001,35.710499,35.8955,35.8955,68514000
6/13/2016,35.7005,36.099499,35.557999,35.762001,35.762001,67044000
6/14/2016,35.616501,36.040501,35.613499,35.965,35.965,50138000
6/15/2016,36.099998,36.127998,35.6675,35.713001,35.713001,54188000
6/16/2016,35.602501,35.900002,35.264999,35.8755,35.8755,61960000
6/17/2016,35.9095,35.91,34.959,35.3195,35.3195,117956000
6/20/2016,35.674999,36.065498,35.540501,35.7005,35.7005,73544000
6/21/2016,35.785999,35.919998,35.636002,35.791,35.791,42750000
6/22/2016,35.828999,35.849998,35.378502,35.529999,35.529999,45210000
6/23/2016,35.775002,36.105999,35.625,36.104,36.104,56500000
6/24/2016,34.650002,35.626499,34.610001,34.948002,34.948002,152650000
6/27/2016,34.600498,34.841,34.105999,34.568001,34.568001,111360000
6/28/2016,35,35.400002,34.908501,35.397499,35.397499,80740000
6/29/2016,35.787498,35.974998,35.676998,35.779999,35.779999,61402000
6/30/2016,35.860001,35.968498,35.626999,35.780998,35.780998,57102000
7/1/2016,35.866001,36.400002,35.827,36.284,36.284,58408000
7/5/2016,36.139999,36.478001,35.980499,36.404999,36.404999,48628000
7/6/2016,36.2855,36.8885,36.129002,36.880501,36.880501,78764000
7/7/2016,36.966499,36.977501,36.581501,36.828499,36.828499,58916000
7/8/2016,37.007,37.305,36.900002,37.290501,37.290501,68584000
7/11/2016,37.5,37.794998,37.349998,37.688999,37.688999,63906000
7/12/2016,37.842999,37.867001,37.016499,37.4105,37.4105,112474000
7/13/2016,37.338001,37.843498,37.0625,37.1315,37.1315,82846000
7/14/2016,37.443001,37.452,36.951,37.060001,37.060001,47810000
7/15/2016,37.327499,37.327499,36.702499,36.771999,36.771999,62428000
7/18/2016,36.774502,37.080002,36.436001,36.803501,36.803501,59098000
7/19/2016,36.625,37.1665,36.615501,36.997501,36.997501,44336000
7/20/2016,37.200001,37.3125,37.035,37.285999,37.285999,44280000
7/21/2016,37.375,37.467999,37.1395,37.2215,37.2215,46342000
7/22/2016,37.3895,37.563999,37.176498,37.243,37.243,45554000
7/25/2016,37.327499,37.424999,36.767502,36.980499,36.980499,53586000
7/26/2016,37.135502,37.156502,36.637501,36.779499,36.779499,50594000
7/27/2016,36.898499,37.047001,36.693001,36.8335,36.8335,58262000
7/28/2016,37.299,37.667999,36.985001,37.630501,37.630501,152352000
